lat,lon,elevation
21.49791666666667,91.96875,-4
21.49791666666667,91.97291666666666,-3
21.49791666666667,91.97708333333333,-1
21.49791666666667,91.98124999999999,0
21.49791666666667,91.98541666666665,1
21.49791666666667,91.98958333333331,2
21.49791666666667,91.99374999999998,4
21.49791666666667,91.99791666666664,3
21.49791666666667,92.0020833333333,2
21.49791666666667,92.00625000000002,1
21.49791666666667,92.01041666666669,3
21.49791666666667,92.01458333333335,5
21.49791666666667,92.01875000000001,5
21.49791666666667,92.02291666666667,4
21.50208333333333,91.78541666666666,-14
21.50208333333333,91.78958333333333,-16
21.50208333333333,91.79374999999999,-18
21.50208333333333,91.79791666666665,-20
21.50208333333333,91.80208333333331,-22
21.50208333333333,91.80624999999998,-23
21.50208333333333,91.81041666666664,-25
21.50208333333333,91.8145833333333,-26
21.50208333333333,91.81875000000002,-25
21.50208333333333,91.82291666666669,-24
21.50208333333333,91.82708333333335,-21
21.50208333333333,91.83125000000001,-16
21.50208333333333,91.83541666666667,-12
21.50208333333333,91.83958333333334,-8
21.50208333333333,91.84375,-5
21.50208333333333,91.84791666666666,-4
21.50208333333333,91.85208333333333,-3
21.50208333333333,91.85624999999999,-2
21.50208333333333,91.86041666666665,-1
21.50208333333333,91.86458333333331,3
21.50208333333333,91.86874999999998,5
21.50208333333333,91.87291666666664,3
21.50208333333333,91.8770833333333,4
21.50208333333333,91.88125000000002,5
21.50208333333333,91.88541666666669,5
21.50208333333333,91.88958333333335,5
21.50208333333333,91.89375000000001,5
21.50208333333333,91.89791666666667,4
21.50208333333333,91.90208333333334,3
21.50208333333333,91.90625,2
21.50208333333333,91.91041666666666,2
21.50208333333333,91.91458333333333,2
21.50208333333333,91.91874999999999,2
21.50208333333333,91.92291666666665,1
21.50208333333333,91.92708333333331,4
21.50208333333333,91.93124999999998,2
21.50208333333333,91.93541666666664,3
21.50208333333333,91.9395833333333,5
21.50208333333333,91.94375000000002,4
21.50208333333333,91.94791666666669,4
21.50208333333333,91.95208333333335,4
21.50208333333333,91.95625000000001,2
21.50208333333333,91.96041666666667,1
21.50208333333333,91.96458333333334,0
21.50208333333333,91.96875,0
21.50208333333333,91.97291666666666,0
21.50208333333333,91.97708333333333,0
21.50208333333333,91.98124999999999,0
21.50208333333333,91.98541666666665,1
21.50208333333333,91.98958333333331,1
21.50208333333333,91.99374999999998,2
21.50208333333333,91.99791666666664,3
21.50208333333333,92.0020833333333,2
21.50208333333333,92.00625000000002,3
21.50208333333333,92.01041666666669,3
21.50208333333333,92.01458333333335,3
21.50208333333333,92.01875000000001,4
21.50208333333333,92.02291666666667,7
21.506249999999994,91.78541666666666,-15
21.506249999999994,91.78958333333333,-16
21.506249999999994,91.79374999999999,-18
21.506249999999994,91.79791666666665,-21
21.506249999999994,91.80208333333331,-23
21.506249999999994,91.80624999999998,-25
21.506249999999994,91.81041666666664,-26
21.506249999999994,91.8145833333333,-28
21.506249999999994,91.81875000000002,-28
21.506249999999994,91.82291666666669,-27
21.506249999999994,91.82708333333335,-23
21.506249999999994,91.83125000000001,-17
21.506249999999994,91.83541666666667,-12
21.506249999999994,91.83958333333334,-7
21.506249999999994,91.84375,-4
21.506249999999994,91.84791666666666,-2
21.506249999999994,91.85208333333333,-2
21.506249999999994,91.85624999999999,-2
21.506249999999994,91.86041666666665,0
21.506249999999994,91.86458333333331,2
21.506249999999994,91.86874999999998,4
21.506249999999994,91.87291666666664,4
21.506249999999994,91.8770833333333,6
21.506249999999994,91.88125000000002,6
21.506249999999994,91.88541666666669,6
21.506249999999994,91.88958333333335,6
21.506249999999994,91.89375000000001,6
21.506249999999994,91.89791666666667,5
21.506249999999994,91.90208333333334,3
21.506249999999994,91.90625,2
21.506249999999994,91.91041666666666,2
21.506249999999994,91.91458333333333,2
21.506249999999994,91.91874999999999,2
21.506249999999994,91.92291666666665,2
21.506249999999994,91.92708333333331,2
21.506249999999994,91.93124999999998,3
21.506249999999994,91.93541666666664,4
21.506249999999994,91.9395833333333,4
21.506249999999994,91.94375000000002,3
21.506249999999994,91.94791666666669,4
21.506249999999994,91.95208333333335,3
21.506249999999994,91.95625000000001,3
21.506249999999994,91.96041666666667,4
21.506249999999994,91.96458333333334,5
21.506249999999994,91.96875,3
21.506249999999994,91.97291666666666,1
21.506249999999994,91.97708333333333,1
21.506249999999994,91.98124999999999,0
21.506249999999994,91.98541666666665,0
21.506249999999994,91.98958333333331,0
21.506249999999994,91.99374999999998,0
21.506249999999994,91.99791666666664,1
21.506249999999994,92.0020833333333,2
21.506249999999994,92.00625000000002,2
21.506249999999994,92.01041666666669,3
21.506249999999994,92.01458333333335,2
21.506249999999994,92.01875000000001,1
21.506249999999994,92.02291666666667,1
21.51041666666667,91.78541666666666,-16
21.51041666666667,91.78958333333333,-18
21.51041666666667,91.79374999999999,-20
21.51041666666667,91.79791666666665,-22
21.51041666666667,91.80208333333331,-25
21.51041666666667,91.80624999999998,-27
21.51041666666667,91.81041666666664,-29
21.51041666666667,91.8145833333333,-31
21.51041666666667,91.81875000000002,-32
21.51041666666667,91.82291666666669,-31
21.51041666666667,91.82708333333335,-25
21.51041666666667,91.83125000000001,-18
21.51041666666667,91.83541666666667,-11
21.51041666666667,91.83958333333334,-6
21.51041666666667,91.84375,-3
21.51041666666667,91.84791666666666,-1
21.51041666666667,91.85208333333333,0
21.51041666666667,91.85624999999999,0
21.51041666666667,91.86041666666665,3
21.51041666666667,91.86458333333331,3
21.51041666666667,91.86874999999998,4
21.51041666666667,91.87291666666664,5
21.51041666666667,91.8770833333333,6
21.51041666666667,91.88125000000002,6
21.51041666666667,91.88541666666669,6
21.51041666666667,91.88958333333335,6
21.51041666666667,91.89375000000001,6
21.51041666666667,91.89791666666667,5
21.51041666666667,91.90208333333334,4
21.51041666666667,91.90625,3
21.51041666666667,91.91041666666666,3
21.51041666666667,91.91458333333333,3
21.51041666666667,91.91874999999999,3
21.51041666666667,91.92291666666665,3
21.51041666666667,91.92708333333331,4
21.51041666666667,91.93124999999998,4
21.51041666666667,91.93541666666664,5
21.51041666666667,91.9395833333333,5
21.51041666666667,91.94375000000002,5
21.51041666666667,91.94791666666669,5
21.51041666666667,91.95208333333335,5
21.51041666666667,91.95625000000001,4
21.51041666666667,91.96041666666667,6
21.51041666666667,91.96458333333334,7
21.51041666666667,91.96875,3
21.51041666666667,91.97291666666666,5
21.51041666666667,91.97708333333333,1
21.51041666666667,91.98124999999999,0
21.51041666666667,91.98541666666665,-1
21.51041666666667,91.98958333333331,-2
21.51041666666667,91.99374999999998,-2
21.51041666666667,91.99791666666664,0
21.51041666666667,92.0020833333333,1
21.51041666666667,92.00625000000002,2
21.51041666666667,92.01041666666669,3
21.51041666666667,92.01458333333335,3
21.51041666666667,92.01875000000001,3
21.51041666666667,92.02291666666667,1
21.514583333333334,91.78541666666666,-17
21.514583333333334,91.78958333333333,-19
21.514583333333334,91.79374999999999,-21
21.514583333333334,91.79791666666665,-24
21.514583333333334,91.80208333333331,-26
21.514583333333334,91.80624999999998,-29
21.514583333333334,91.81041666666664,-32
21.514583333333334,91.8145833333333,-34
21.514583333333334,91.81875000000002,-35
21.514583333333334,91.82291666666669,-35
21.514583333333334,91.82708333333335,-28
21.514583333333334,91.83125000000001,-20
21.514583333333334,91.83541666666667,-12
