lat,lon,elevation
21.46041666666666,91.78541666666666,-20
21.46041666666666,91.78958333333333,-21
21.46041666666666,91.79374999999999,-22
21.46041666666666,91.79791666666665,-23
21.46041666666666,91.80208333333331,-23
21.46041666666666,91.80624999999998,-24
21.46041666666666,91.81041666666664,-25
21.46041666666666,91.8145833333333,-25
21.46041666666666,91.81875000000002,-26
21.46041666666666,91.82291666666669,-27
21.46041666666666,91.82708333333335,-27
21.46041666666666,91.83125000000001,-28
21.46041666666666,91.83541666666667,-28
21.46041666666666,91.83958333333334,-27
21.46041666666666,91.84375,-25
21.46041666666666,91.84791666666666,-23
21.46041666666666,91.85208333333333,-20
21.46041666666666,91.85624999999999,-17
21.46041666666666,91.86041666666665,-14
21.46041666666666,91.86458333333331,-12
21.46041666666666,91.86874999999998,-10
21.46041666666666,91.87291666666664,-8
21.46041666666666,91.8770833333333,-6
21.46041666666666,91.88125000000002,-5
21.46041666666666,91.88541666666669,-4
21.46041666666666,91.88958333333335,-4
21.46041666666666,91.89375000000001,-4
21.46041666666666,91.89791666666667,-5
21.46041666666666,91.90208333333334,-7
21.46041666666666,91.90625,-9
21.46041666666666,91.91041666666666,-10
21.46041666666666,91.91458333333333,-8
21.46041666666666,91.91874999999999,-6
21.46041666666666,91.92291666666665,-5
21.46041666666666,91.92708333333331,-3
21.46041666666666,91.93124999999998,-2
21.46041666666666,91.93541666666664,-1
21.46041666666666,91.9395833333333,-1
21.46041666666666,91.94375000000002,-1
21.46041666666666,91.94791666666669,0
21.46041666666666,91.95208333333335,0
21.46041666666666,91.95625000000001,3
21.46041666666666,91.96041666666667,1
21.46041666666666,91.96458333333334,4
21.46041666666666,91.96875,5
21.46041666666666,91.97291666666666,2
21.46041666666666,91.97708333333333,2
21.46041666666666,91.98124999999999,1
21.46041666666666,91.98541666666665,1
21.46041666666666,91.98958333333331,5
21.46041666666666,91.99374999999998,6
21.46041666666666,91.99791666666664,7
21.46041666666666,92.0020833333333,9
21.46041666666666,92.00625000000002,13
21.46041666666666,92.01041666666669,16
21.46041666666666,92.01458333333335,9
21.46041666666666,92.01875000000001,9
21.46041666666666,92.02291666666667,13
21.464583333333337,91.78541666666666,-20
21.464583333333337,91.78958333333333,-21
21.464583333333337,91.79374999999999,-22
21.464583333333337,91.79791666666665,-23
21.464583333333337,91.80208333333331,-23
21.464583333333337,91.80624999999998,-24
21.464583333333337,91.81041666666664,-25
21.464583333333337,91.8145833333333,-25
21.464583333333337,91.81875000000002,-26
21.464583333333337,91.82291666666669,-27
21.464583333333337,91.82708333333335,-27
21.464583333333337,91.83125000000001,-28
21.464583333333337,91.83541666666667,-29
21.464583333333337,91.83958333333334,-28
21.464583333333337,91.84375,-26
21.464583333333337,91.84791666666666,-22
21.464583333333337,91.85208333333333,-18
21.464583333333337,91.85624999999999,-15
21.464583333333337,91.86041666666665,-12
21.464583333333337,91.86458333333331,-10
21.464583333333337,91.86874999999998,-8
21.464583333333337,91.87291666666664,-6
21.464583333333337,91.8770833333333,-5
21.464583333333337,91.88125000000002,-4
21.464583333333337,91.88541666666669,-4
21.464583333333337,91.88958333333335,-4
21.464583333333337,91.89375000000001,-4
21.464583333333337,91.89791666666667,-5
21.464583333333337,91.90208333333334,-6
21.464583333333337,91.90625,-7
21.464583333333337,91.91041666666666,-8
21.464583333333337,91.91458333333333,-7
21.464583333333337,91.91874999999999,-6
21.464583333333337,91.92291666666665,-5
21.464583333333337,91.92708333333331,-4
21.464583333333337,91.93124999999998,-2
21.464583333333337,91.93541666666664,-1
21.464583333333337,91.9395833333333,-1
21.464583333333337,91.94375000000002,-1
21.464583333333337,91.94791666666669,-1
21.464583333333337,91.95208333333335,-1
21.464583333333337,91.95625000000001,4
21.464583333333337,91.96041666666667,-1
21.464583333333337,91.96458333333334,2
21.464583333333337,91.96875,4
21.464583333333337,91.97291666666666,2
21.464583333333337,91.97708333333333,3
21.464583333333337,91.98124999999999,4
21.464583333333337,91.98541666666665,4
21.464583333333337,91.98958333333331,6
21.464583333333337,91.99374999999998,7
21.464583333333337,91.99791666666664,8
21.464583333333337,92.0020833333333,10
21.464583333333337,92.00625000000002,14
21.464583333333337,92.01041666666669,16
21.464583333333337,92.01458333333335,11
21.464583333333337,92.01875000000001,14
21.464583333333337,92.02291666666667,14
21.46875,91.78541666666666,-20
21.46875,91.78958333333333,-22
21.46875,91.79374999999999,-22
21.46875,91.79791666666665,-23
21.46875,91.80208333333331,-23
21.46875,91.80624999999998,-24
21.46875,91.81041666666664,-24
21.46875,91.8145833333333,-25
21.46875,91.81875000000002,-25
21.46875,91.82291666666669,-26
21.46875,91.82708333333335,-26
21.46875,91.83125000000001,-27
21.46875,91.83541666666667,-27
21.46875,91.83958333333334,-27
21.46875,91.84375,-25
21.46875,91.84791666666666,-21
21.46875,91.85208333333333,-16
21.46875,91.85624999999999,-12
21.46875,91.86041666666665,-10
21.46875,91.86458333333331,-8
21.46875,91.86874999999998,-6
21.46875,91.87291666666664,-5
21.46875,91.8770833333333,-3
21.46875,91.88125000000002,-3
21.46875,91.88541666666669,-3
21.46875,91.88958333333335,-3
21.46875,91.89375000000001,-3
21.46875,91.89791666666667,-3
21.46875,91.90208333333334,-4
21.46875,91.90625,-5
21.46875,91.91041666666666,4
21.46875,91.91458333333333,-5
21.46875,91.91874999999999,-5
21.46875,91.92291666666665,-5
21.46875,91.92708333333331,-4
21.46875,91.93124999999998,-3
21.46875,91.93541666666664,-1
21.46875,91.9395833333333,-1
21.46875,91.94375000000002,-1
21.46875,91.94791666666669,-2
21.46875,91.95208333333335,-3
21.46875,91.95625000000001,-4
21.46875,91.96041666666667,4
21.46875,91.96458333333334,-3
21.46875,91.96875,-1
21.46875,91.97291666666666,1
21.46875,91.97708333333333,2
21.46875,91.98124999999999,4
21.46875,91.98541666666665,4
21.46875,91.98958333333331,7
21.46875,91.99374999999998,8
21.46875,91.99791666666664,8
21.46875,92.0020833333333,13
21.46875,92.00625000000002,18
21.46875,92.01041666666669,20
21.46875,92.01458333333335,17
21.46875,92.01875000000001,15
21.46875,92.02291666666667,18
21.472916666666663,91.78541666666666,-19
21.472916666666663,91.78958333333333,-21
21.472916666666663,91.79374999999999,-21
21.472916666666663,91.79791666666665,-22
21.472916666666663,91.80208333333331,-23
21.472916666666663,91.80624999999998,-23
21.472916666666663,91.81041666666664,-24
21.472916666666663,91.8145833333333,-24
21.472916666666663,91.81875000000002,-25
21.472916666666663,91.82291666666669,-25
21.472916666666663,91.82708333333335,-25
21.472916666666663,91.83125000000001,-25
21.472916666666663,91.83541666666667,-24
21.472916666666663,91.83958333333334,-24
21.472916666666663,91.84375,-22
21.472916666666663,91.84791666666666,-18
21.472916666666663,91.85208333333333,-14
21.472916666666663,91.85624999999999,-9
21.472916666666663,91.86041666666665,-7
21.472916666666663,91.86458333333331,-5
21.472916666666663,91.86874999999998,-4
21.472916666666663,91.87291666666664,-4
21.472916666666663,91.8770833333333,-3
21.472916666666663,91.88125000000002,-2
21.472916666666663,91.88541666666669,-2
21.472916666666663,91.88958333333335,-2
21.472916666666663,91.89375000000001,-2
21.472916666666663,91.89791666666667,-2
21.472916666666663,91.90208333333334,2
21.472916666666663,91.90625,4
21.472916666666663,91.91041666666666,-3
21.472916666666663,91.91458333333333,-4
21.472916666666663,91.91874999999999,-4
21.472916666666663,91.92291666666665,-4
21.472916666666663,91.92708333333331,-4
21.472916666666663,91.93124999999998,-3
21.472916666666663,91.93541666666664,-2
21.472916666666663,91.9395833333333,-2
21.472916666666663,91.94375000000002,-3
21.472916666666663,91.94791666666669,-4
21.472916666666663,91.95208333333335,-5
21.472916666666663,91.95625000000001,-6
21.472916666666663,91.96041666666667,-6
21.472916666666663,91.96458333333334,-5
21.472916666666663,91.96875,-4
21.472916666666663,91.97291666666666,-2
21.472916666666663,91.97708333333333,1
21.472916666666663,91.98124999999999,5
21.472916666666663,91.98541666666665,6
21.472916666666663,91.98958333333331,8
21.472916666666663,91.99374999999998,8
21.472916666666663,91.99791666666664,12
21.472916666666663,92.0020833333333,22
21.472916666666663,92.00625000000002,24
21.472916666666663,92.01041666666669,21
21.472916666666663,92.01458333333335,21
21.472916666666663,92.01875000000001,19
21.472916666666663,92.02291666666667,15
21.477083333333326,91.78541666666666,-18
21.477083333333326,91.78958333333333,-19
21.477083333333326,91.79374999999999,-20
21.477083333333326,91.79791666666665,-21
21.477083333333326,91.80208333333331,-22
21.477083333333326,91.80624999999998,-23
21.477083333333326,91.81041666666664,-24
21.477083333333326,91.8145833333333,-24
21.477083333333326,91.81875000000002,-24
21.477083333333326,91.82291666666669,-23
21.477083333333326,91.82708333333335,-23
21.477083333333326,91.83125000000001,-22
21.477083333333326,91.83541666666667,-21
21.477083333333326,91.83958333333334,-20
21.477083333333326,91.84375,-18
21.477083333333326,91.84791666666666,-15
21.477083333333326,91.85208333333333,-10
21.477083333333326,91.85624999999999,-6
21.477083333333326,91.86041666666665,-4
21.477083333333326,91.86458333333331,-3
21.477083333333326,91.86874999999998,-3
21.477083333333326,91.87291666666664,-3
21.477083333333326,91.8770833333333,-2
21.477083333333326,91.88125000000002,-2
21.477083333333326,91.88541666666669,-1
21.477083333333326,91.88958333333335,-1
21.477083333333326,91.89375000000001,0
21.477083333333326,91.89791666666667,4
21.477083333333326,91.90208333333334,1
21.477083333333326,91.90625,2
21.477083333333326,91.91041666666666,3
21.477083333333326,91.91458333333333,4
21.477083333333326,91.91874999999999,-3
21.477083333333326,91.92291666666665,-3
21.477083333333326,91.92708333333331,-4
21.477083333333326,91.93124999999998,-3
21.477083333333326,91.93541666666664,-3
21.477083333333326,91.9395833333333,-4
21.477083333333326,91.94375000000002,-4
21.477083333333326,91.94791666666669,-5
21.477083333333326,91.95208333333335,-6
21.477083333333326,91.95625000000001,-8
21.477083333333326,91.96041666666667,-8
21.477083333333326,91.96458333333334,-8
21.477083333333326,91.96875,-7
21.477083333333326,91.97291666666666,-5
21.477083333333326,91.97708333333333,-3
21.477083333333326,91.98124999999999,0
21.477083333333326,91.98541666666665,5
21.477083333333326,91.98958333333331,7
21.477083333333326,91.99374999999998,8
21.477083333333326,91.99791666666664,14
21.477083333333326,92.0020833333333,18
21.477083333333326,92.00625000000002,17
21.477083333333326,92.01041666666669,20
21.477083333333326,92.01458333333335,15
21.477083333333326,92.01875000000001,13
21.477083333333326,92.02291666666667,9
21.481250000000003,91.78541666666666,-16
21.481250000000003,91.78958333333333,-18
21.481250000000003,91.79374999999999,-19
21.481250000000003,91.79791666666665,-20
21.481250000000003,91.80208333333331,-21
21.481250000000003,91.80624999999998,-22
21.481250000000003,91.81041666666664,-23
21.481250000000003,91.8145833333333,-23
21.481250000000003,91.81875000000002,-22
21.481250000000003,91.82291666666669,-22
21.481250000000003,91.82708333333335,-21
21.481250000000003,91.83125000000001,-19
21.481250000000003,91.83541666666667,-18
21.481250000000003,91.83958333333334,-15
21.481250000000003,91.84375,-13
21.481250000000003,91.84791666666666,-10
21.481250000000003,91.85208333333333,-7
21.481250000000003,91.85624999999999,-4
21.481250000000003,91.86041666666665,-2
21.481250000000003,91.86458333333331,-1
21.481250000000003,91.86874999999998,-1
21.481250000000003,91.87291666666664,-2
21.481250000000003,91.8770833333333,-2
21.481250000000003,91.88125000000002,-1
21.481250000000003,91.88541666666669,0
21.481250000000003,91.88958333333335,1
21.481250000000003,91.89375000000001,4
21.481250000000003,91.89791666666667,2
21.481250000000003,91.90208333333334,1
21.481250000000003,91.90625,0
21.481250000000003,91.91041666666666,4
21.481250000000003,91.91458333333333,-1
21.481250000000003,91.91874999999999,-2
21.481250000000003,91.92291666666665,-2
21.481250000000003,91.92708333333331,-3
21.481250000000003,91.93124999999998,-3
21.481250000000003,91.93541666666664,-4
21.481250000000003,91.9395833333333,-5
21.481250000000003,91.94375000000002,-6
21.481250000000003,91.94791666666669,-7
21.481250000000003,91.95208333333335,-7
21.481250000000003,91.95625000000001,-9
21.481250000000003,91.96041666666667,-10
21.481250000000003,91.96458333333334,-10
21.481250000000003,91.96875,-10
21.481250000000003,91.97291666666666,-10
21.481250000000003,91.97708333333333,-7
21.481250000000003,91.98124999999999,-2
21.481250000000003,91.98541666666665,4
21.481250000000003,91.98958333333331,5
21.481250000000003,91.99374999999998,9
21.481250000000003,91.99791666666664,16
21.481250000000003,92.0020833333333,13
21.481250000000003,92.00625000000002,18
21.481250000000003,92.01041666666669,20
21.481250000000003,92.01458333333335,14
21.481250000000003,92.01875000000001,13
21.481250000000003,92.02291666666667,6
21.485416666666666,91.78541666666666,-15
21.485416666666666,91.78958333333333,-16
21.485416666666666,91.79374999999999,-18
21.485416666666666,91.79791666666665,-19
21.485416666666666,91.80208333333331,-21
21.485416666666666,91.80624999999998,-22
21.485416666666666,91.81041666666664,-23
21.485416666666666,91.8145833333333,-22
21.485416666666666,91.81875000000002,-22
21.485416666666666,91.82291666666669,-20
21.485416666666666,91.82708333333335,-19
21.485416666666666,91.83125000000001,-17
21.485416666666666,91.83541666666667,-15
21.485416666666666,91.83958333333334,-11
21.485416666666666,91.84375,-8
21.485416666666666,91.84791666666666,-6
21.485416666666666,91.85208333333333,-4
21.485416666666666,91.85624999999999,-2
21.485416666666666,91.86041666666665,-1
21.485416666666666,91.86458333333331,-1
21.485416666666666,91.86874999999998,-1
21.485416666666666,91.87291666666664,-1
21.485416666666666,91.8770833333333,-2
21.485416666666666,91.88125000000002,0
21.485416666666666,91.88541666666669,1
21.485416666666666,91.88958333333335,2
21.485416666666666,91.89375000000001,3
21.485416666666666,91.89791666666667,3
21.485416666666666,91.90208333333334,2
21.485416666666666,91.90625,1
21.485416666666666,91.91041666666666,0
21.485416666666666,91.91458333333333,0
21.485416666666666,91.91874999999999,-1
21.485416666666666,91.92291666666665,-1
21.485416666666666,91.92708333333331,-2
21.485416666666666,91.93124999999998,-3
21.485416666666666,91.93541666666664,-5
21.485416666666666,91.9395833333333,-7
21.485416666666666,91.94375000000002,-7
21.485416666666666,91.94791666666669,-7
21.485416666666666,91.95208333333335,-7
21.485416666666666,91.95625000000001,-9
21.485416666666666,91.96041666666667,-10
21.485416666666666,91.96458333333334,-11
21.485416666666666,91.96875,-13
21.485416666666666,91.97291666666666,-14
21.485416666666666,91.97708333333333,-9
21.485416666666666,91.98124999999999,-4
21.485416666666666,91.98541666666665,1
21.485416666666666,91.98958333333331,5
21.485416666666666,91.99374999999998,8
21.485416666666666,91.99791666666664,9
21.485416666666666,92.0020833333333,10
21.485416666666666,92.00625000000002,12
21.485416666666666,92.01041666666669,10
21.485416666666666,92.01458333333335,7
21.485416666666666,92.01875000000001,14
21.485416666666666,92.02291666666667,7
21.48958333333333,91.78541666666666,-14
21.48958333333333,91.78958333333333,-15
21.48958333333333,91.79374999999999,-17
21.48958333333333,91.79791666666665,-19
21.48958333333333,91.80208333333331,-21
21.48958333333333,91.80624999999998,-22
21.48958333333333,91.81041666666664,-22
21.48958333333333,91.8145833333333,-22
21.48958333333333,91.81875000000002,-22
21.48958333333333,91.82291666666669,-20
21.48958333333333,91.82708333333335,-18
21.48958333333333,91.83125000000001,-16
21.48958333333333,91.83541666666667,-13
21.48958333333333,91.83958333333334,-9
21.48958333333333,91.84375,-6
21.48958333333333,91.84791666666666,-5
21.48958333333333,91.85208333333333,-4
21.48958333333333,91.85624999999999,-2
21.48958333333333,91.86041666666665,-1
21.48958333333333,91.86458333333331,-1
21.48958333333333,91.86874999999998,0
21.48958333333333,91.87291666666664,0
21.48958333333333,91.8770833333333,0
21.48958333333333,91.88125000000002,3
21.48958333333333,91.88541666666669,3
21.48958333333333,91.88958333333335,3
21.48958333333333,91.89375000000001,4
21.48958333333333,91.89791666666667,3
21.48958333333333,91.90208333333334,3
21.48958333333333,91.90625,2
21.48958333333333,91.91041666666666,1
21.48958333333333,91.91458333333333,0
21.48958333333333,91.91874999999999,0
21.48958333333333,91.92291666666665,-1
21.48958333333333,91.92708333333331,-1
21.48958333333333,91.93124999999998,-2
21.48958333333333,91.93541666666664,-4
21.48958333333333,91.9395833333333,-5
21.48958333333333,91.94375000000002,-5
21.48958333333333,91.94791666666669,-6
21.48958333333333,91.95208333333335,-6
21.48958333333333,91.95625000000001,-7
21.48958333333333,91.96041666666667,-8
21.48958333333333,91.96458333333334,-10
21.48958333333333,91.96875,-11
21.48958333333333,91.97291666666666,-12
21.48958333333333,91.97708333333333,-8
21.48958333333333,91.98124999999999,-4
21.48958333333333,91.98541666666665,0
21.48958333333333,91.98958333333331,4
21.48958333333333,91.99374999999998,5
21.48958333333333,91.99791666666664,7
21.48958333333333,92.0020833333333,7
21.48958333333333,92.00625000000002,4
21.48958333333333,92.01041666666669,6
21.48958333333333,92.01458333333335,3
21.48958333333333,92.01875000000001,5
21.48958333333333,92.02291666666667,3
21.49374999999999,91.78541666666666,-14
21.49374999999999,91.78958333333333,-15
21.49374999999999,91.79374999999999,-17
21.49374999999999,91.79791666666665,-19
21.49374999999999,91.80208333333331,-21
21.49374999999999,91.80624999999998,-22
21.49374999999999,91.81041666666664,-23
21.49374999999999,91.8145833333333,-23
21.49374999999999,91.81875000000002,-22
21.49374999999999,91.82291666666669,-21
21.49374999999999,91.82708333333335,-19
21.49374999999999,91.83125000000001,-16
21.49374999999999,91.83541666666667,-12
21.49374999999999,91.83958333333334,-8
21.49374999999999,91.84375,-5
21.49374999999999,91.84791666666666,-4
21.49374999999999,91.85208333333333,-4
21.49374999999999,91.85624999999999,-3
21.49374999999999,91.86041666666665,-2
21.49374999999999,91.86458333333331,-1
21.49374999999999,91.86874999999998,0
21.49374999999999,91.87291666666664,1
21.49374999999999,91.8770833333333,4
21.49374999999999,91.88125000000002,3
21.49374999999999,91.88541666666669,3
21.49374999999999,91.88958333333335,4
21.49374999999999,91.89375000000001,5
21.49374999999999,91.89791666666667,4
21.49374999999999,91.90208333333334,3
21.49374999999999,91.90625,2
21.49374999999999,91.91041666666666,1
21.49374999999999,91.91458333333333,1
21.49374999999999,91.91874999999999,0
21.49374999999999,91.92291666666665,0
21.49374999999999,91.92708333333331,0
21.49374999999999,91.93124999999998,-1
21.49374999999999,91.93541666666664,-2
21.49374999999999,91.9395833333333,-3
21.49374999999999,91.94375000000002,-3
21.49374999999999,91.94791666666669,-3
21.49374999999999,91.95208333333335,-4
21.49374999999999,91.95625000000001,-4
21.49374999999999,91.96041666666667,-5
21.49374999999999,91.96458333333334,-6
21.49374999999999,91.96875,-8
21.49374999999999,91.97291666666666,-8
21.49374999999999,91.97708333333333,-5
21.49374999999999,91.98124999999999,-2
21.49374999999999,91.98541666666665,1
21.49374999999999,91.98958333333331,3
21.49374999999999,91.99374999999998,5
21.49374999999999,91.99791666666664,4
21.49374999999999,92.0020833333333,7
21.49374999999999,92.00625000000002,3
21.49374999999999,92.01041666666669,3
21.49374999999999,92.01458333333335,3
21.49374999999999,92.01875000000001,3
21.49374999999999,92.02291666666667,3
21.49791666666667,91.78541666666666,-14
21.49791666666667,91.78958333333333,-15
21.49791666666667,91.79374999999999,-17
21.49791666666667,91.79791666666665,-19
21.49791666666667,91.80208333333331,-21
21.49791666666667,91.80624999999998,-22
21.49791666666667,91.81041666666664,-23
21.49791666666667,91.8145833333333,-24
21.49791666666667,91.81875000000002,-23
21.49791666666667,91.82291666666669,-22
21.49791666666667,91.82708333333335,-19
21.49791666666667,91.83125000000001,-16
21.49791666666667,91.83541666666667,-12
21.49791666666667,91.83958333333334,-8
21.49791666666667,91.84375,-5
21.49791666666667,91.84791666666666,-4
21.49791666666667,91.85208333333333,-4
21.49791666666667,91.85624999999999,-3
21.49791666666667,91.86041666666665,-1
21.49791666666667,91.86458333333331,0
21.49791666666667,91.86874999999998,5
21.49791666666667,91.87291666666664,3
21.49791666666667,91.8770833333333,3
21.49791666666667,91.88125000000002,4
21.49791666666667,91.88541666666669,4
21.49791666666667,91.88958333333335,5
21.49791666666667,91.89375000000001,5
21.49791666666667,91.89791666666667,4
21.49791666666667,91.90208333333334,3
21.49791666666667,91.90625,2
21.49791666666667,91.91041666666666,2
21.49791666666667,91.91458333333333,1
21.49791666666667,91.91874999999999,1
21.49791666666667,91.92291666666665,1
21.49791666666667,91.92708333333331,0
21.49791666666667,91.93124999999998,0
21.49791666666667,91.93541666666664,0
21.49791666666667,91.9395833333333,0
21.49791666666667,91.94375000000002,-1
21.49791666666667,91.94791666666669,-1
21.49791666666667,91.95208333333335,-1
21.49791666666667,91.95625000000001,-1
21.49791666666667,91.96041666666667,-2
21.49791666666667,91.96458333333334,-3
